id1,id2,match_len,is_rc,score
254,589,24,+,180.20210712843942
835,984,30,+,180.20117911562855
158,874,28,+,180.19575994813152
367,508,28,+,180.1721285394446
68,133,26,+,180.17210112996224
847,854,31,+,180.14885717570604
457,714,26,+,180.12687536329014
252,591,32,+,180.0891042769674
177,829,28,+,180.08765105333094
191,744,32,+,180.0419343353625
414,879,32,+,180.02163728468759
14,225,31,+,180.0195782904848
842,899,32,+,179.9542854349107
162,539,32,+,179.8552954956883
162,539,20,-,179.8552954956883
675,926,25,+,179.85002325203922
360,515,32,-,179.84332508162066
360,515,31,+,179.84332508162066
868,922,32,+,179.8182826748625
617,813,26,+,179.79200256921834
906,987,32,+,179.79045350323915
165,198,32,+,179.76329713532124
171,700,32,+,179.7500521713344
267,626,30,+,179.71359416619975
395,812,32,+,179.6882905658829
571,725,28,+,179.68254585774355
567,783,32,+,179.68220275686713
401,757,30,+,179.6499424310241
71,854,27,+,179.64887771589616
83,252,26,+,179.53870026614828
311,380,32,+,179.53180605037517
258,467,30,+,179.51012787400134
689,878,29,+,179.50605395444123
862,961,26,+,179.40255313948902
627,694,32,+,179.3718035899575
78,924,32,+,179.36281110405938
733,886,32,+,179.34642240772746
72,721,32,+,179.34384243758143
376,745,31,+,179.3111349632231
362,979,32,+,179.29445027665534
362,979,25,-,179.29445027665534
872,931,32,+,179.2536254539361
172,647,21,-,179.24926440551633
172,647,32,+,179.24926440551633
10,57,32,+,179.2245816786312
938,953,30,+,179.21065411337528
516,933,32,+,179.18523559627772
240,336,27,+,179.15516583081885
442,811,32,+,179.15175398240717
550,962,31,+,179.1278181036466
375,712,28,+,179.1200008704365
2,443,32,+,179.09274082622554
2,443,29,-,179.09274082622554
945,968,32,+,179.06399114829162
292,799,31,+,179.05454814488166
515,631,32,+,179.04612764100312
476,662,25,+,179.03136946850705
476,662,28,-,179.03136946850705
449,797,32,+,179.00044411006317
43,403,30,+,178.9845484034333
855,1002,26,+,178.9745964934275
485,688,32,+,178.97452304535867
149,615,31,+,178.96259961574225
86,818,32,+,178.92164791319396
23,843,32,+,178.91647403262093
252,526,30,+,178.84007554948997
206,539,32,+,178.8007648023719
364,973,32,+,178.77665634972047
317,382,32,+,178.7728824484113
821,904,32,+,178.7624591915666
589,879,32,+,178.7580334375281
178,936,32,+,178.68296540325363
11,971,30,+,178.6586060511391
11,971,32,-,178.6586060511391
361,771,32,+,178.63411419655262
336,741,32,+,178.60448196882842
351,541,32,+,178.52286980627983
713,812,32,+,178.49639206273096
675,909,32,+,178.49232961699371
213,607,32,+,178.45573604467367
350,845,32,+,178.4400299137898
350,845,29,-,178.4400299137898
409,520,30,+,178.40217677264414
314,813,28,+,178.39967762202397
63,878,30,+,178.3521434771449
626,936,29,+,178.34711368957485
680,757,32,+,178.27021458197507
232,260,31,+,178.26243425898423
868,912,28,+,178.22826572105015
214,560,32,+,178.21418996737376
560,596,27,+,178.1611114163762
762,940,29,+,178.16109444879172
323,690,32,+,178.12195797180547
775,840,32,+,178.11018295488694
646,712,32,+,178.0410773919446
46,136,19,-,178.03777906863073
46,136,28,+,178.03777906863073
147,980,29,+,178.01219624448305
311,433,27,+,177.99493423389487
120,650,32,+,177.97462219825076
26,529,28,+,177.9215032456816
858,987,32,+,177.85788581674075
78,512,26,+,177.85635377238992
548,705,32,+,177.7641617287531
282,338,31,+,177.7554681154141
289,556,30,+,177.73928995994862
755,808,30,+,177.64012246202276
516,988,31,+,177.62080669263491
373,487,30,+,177.6113222472012
41,832,32,+,177.57956127800193
467,975,28,+,177.53729179386335
433,681,32,+,177.4485515816289
10,957,32,+,177.4037639918064
544,638,26,+,177.3409770173455
134,436,28,+,177.1601810689376
510,552,32,+,177.15085254521728
156,856,32,+,177.1450300927396
733,862,31,+,177.13795837558052
301,339,32,+,177.13181356760546
469,485,29,+,177.12588338949186
642,862,32,+,177.11354679246404
387,657,27,+,177.09545540696112
929,946,32,+,177.09064975615496
537,728,32,+,177.06018809427184
104,862,28,+,177.04179814637956
582,820,32,+,177.02426936832956
578,1001,26,+,176.99053565937342
235,405,25,+,176.91646012354315
635,868,26,+,176.91036583323555
338,986,25,+,176.90231149506053
600,894,29,+,176.82356138241354
5,699,26,+,176.8176701718271
375,926,32,+,176.79732269933535
167,338,28,+,176.74798400108477
780,791,30,+,176.73122299144302
780,791,32,-,176.73122299144302
83,754,32,+,176.7241446677395
467,636,32,+,176.71724801371207
586,691,30,+,176.71487800357588
597,668,29,+,176.7095809753784
110,780,32,-,176.70008927416484
110,780,32,+,176.70008927416484
369,626,32,+,176.66242024891147
163,323,32,+,176.65776982508532
530,862,31,+,176.625158058276
338,923,32,+,176.61817610561982
297,919,29,+,176.60279235053684
598,675,32,+,176.59161884896207
238,929,32,+,176.58837421350864
81,216,32,+,176.50559615297988
760,848,27,+,176.44912275550328
308,590,27,+,176.42964718061336
333,370,31,+,176.39198230189004
285,923,32,+,176.3704521276644
763,984,30,+,176.36934936925712
898,999,32,+,176.34979736415303
257,447,32,+,176.29674530958047
13,789,27,+,176.25320836568926
586,668,30,+,176.2517406867023
203,764,31,+,176.1959080660112
17,617,24,+,176.19011448262364
697,814,32,+,176.17291994495244
269,546,25,-,176.17132789676526
269,546,26,+,176.17132789676526
794,965,28,+,176.15956671378518
349,592,32,+,176.15694204476983
6,537,31,+,176.14385810125782
343,351,25,+,176.05947604512968
539,954,29,+,176.03142868949513
814,929,28,+,176.0163860713619
909,926,27,+,175.97318585857747
71,785,32,+,175.937228134357
469,611,25,+,175.93636070512161
273,494,32,+,175.90762638457645
273,494,26,-,175.90762638457645
545,890,27,+,175.85326669595165
923,939,29,+,175.81341774706138
252,710,32,+,175.75770547291117
327,360,32,+,175.7451314993014
327,360,32,-,175.7451314993014
376,847,32,+,175.72929815912408
485,611,26,+,175.7180221560131
42,397,32,+,175.63088917223283
590,879,29,+,175.61998775405186
178,311,32,+,175.6170406351788
490,594,32,+,175.5758725571627
798,973,32,+,175.5719653012271
79,795,32,+,175.5709411320917
645,883,31,+,175.56966439246148
87,408,27,+,175.5550791938865
467,664,32,+,175.52931206432248
327,367,32,+,175.50854960441933
280,611,32,+,175.49297684944688
797,990,30,+,175.473546301145
227,294,28,+,175.45097886227066
324,648,32,+,175.43087955522813
270,750,29,+,175.40135212773288
603,622,32,+,175.34336673633953
603,999,30,+,175.32641907543857
375,748,32,+,175.28893309077944
474,871,29,+,175.21340460904884
723,725,25,+,175.20773333530676
262,755,29,+,175.1594590646209
83,589,32,+,175.12692924955343
266,910,28,+,175.09389638434214
187,410,27,+,175.05801694241575
195,297,32,+,175.01445138839176
429,918,25,+,174.9971710714628
289,440,28,+,174.9630645156927
43,218,32,+,174.9577289118474
1,854,27,+,174.94741300501892
328,550,28,+,174.92307195153393
215,903,28,+,174.8814115445765
31,725,25,+,174.85842073437513
70,405,32,+,174.85809445543828
313,430,32,+,174.8485905388785
354,776,28,+,174.84508297884744
617,991,32,+,174.83716339646202
441,812,32,+,174.78466474543268
34,359,20,-,174.75921805441035
34,359,32,+,174.75921805441035
648,906,28,+,174.7157391249936
216,548,26,+,174.71438635045791
233,780,28,+,174.66233774529994
541,744,30,+,174.61271724597677
591,973,32,+,174.56636537428403
862,964,28,+,174.54798618786754
480,812,27,+,174.51610048757013
256,799,24,+,174.47824906521114
169,806,26,+,174.47710597404577
238,245,32,+,174.4563659629703
37,598,29,+,174.45600943341208
979,984,32,+,174.4505044658304
212,365,30,+,174.41707864277544
838,1000,29,+,174.41618939423455
841,889,25,+,174.4068754048005
214,837,30,+,174.38701874469422
481,587,28,+,174.37289720115064
525,764,27,+,174.34396210711526
170,668,32,+,174.34286024992463
290,916,32,+,174.34147141123515
186,956,24,+,174.24532478511648
887,954,25,+,174.24187555754938
520,819,32,+,174.2002051885859
270,971,32,+,174.17619912076924
715,747,30,+,174.16693432642418
584,727,32,+,174.1594976222753
918,996,31,+,174.14054603794847
374,481,32,+,174.06050014644424
183,470,32,+,174.0508485258964
2,504,32,+,174.0343624127835
185,213,29,+,174.00281875488125
268,673,30,+,173.97387295359295
468,793,31,+,173.95221897552372
124,510,31,+,173.94438840039552
258,316,32,+,173.9238341958188
125,849,28,+,173.83821714194764
12,191,32,+,173.8289491710467
909,998,31,+,173.72508253745212
612,834,32,+,173.72071728761938
121,813,27,+,173.67553285793934
645,666,21,-,173.66768381832728
645,666,27,+,173.66768381832728
783,981,20,-,173.65969191510615
783,981,23,+,173.65969191510615
476,612,27,+,173.63238449358107
476,612,32,-,173.63238449358107
597,691,32,+,173.61467629008789
521,694,28,+,173.58254869386707
164,452,32,+,173.52563433900315
402,512,32,+,173.52542499424678
545,822,26,+,173.52485774662253
108,150,32,+,173.46074366310143
108,150,23,-,173.46074366310143
663,964,29,+,173.42488066977666
238,620,30,+,173.3646180544486
154,517,26,+,173.32254145074378
239,362,25,+,173.28347394496717
239,362,23,-,173.28347394496717
589,605,32,+,173.2701570843415
229,998,32,+,173.24910572852264
258,424,32,+,173.17255810958127
838,856,25,+,173.16971141319667
664,899,28,+,173.16281664558932
612,614,25,+,173.15670794617924
299,735,31,+,173.13561057324134
607,934,21,-,173.10388372586428
607,934,32,+,173.10388372586428
37,746,32,+,173.10371333901253
312,333,32,+,173.08340243654843
16,801,25,+,173.07900186096438
338,581,28,+,173.0722067468119
686,796,32,+,173.07029638925255
416,825,31,+,173.05810926662846
375,583,32,+,172.97293216798656
229,675,32,+,172.9725390603941
311,650,32,+,172.94236547673603
171,881,28,+,172.90839752314608
312,515,27,+,172.90458707904992
107,391,26,-,172.87848173901406
107,391,32,+,172.87848173901406
234,285,31,+,172.85510565852005
316,664,29,+,172.83123716532373
360,606,29,-,172.79917305776914
360,606,27,+,172.79917305776914
267,681,32,+,172.77976448714531
740,744,32,+,172.77199664156433
150,371,32,+,172.70907291209983
338,609,24,+,172.70372612950115
547,715,29,+,172.67049214763878
333,515,32,+,172.62442835694853
252,682,32,+,172.6136445979738
242,492,32,+,172.5732724154537
561,942,28,+,172.55585567965997
105,420,30,+,172.53979309358405
393,920,30,+,172.52934805132116
214,667,29,+,172.5039915233961
33,648,29,+,172.46394757675472
248,323,29,+,172.4430338799337
87,253,25,+,172.42928243593715
83,225,29,+,172.41487547653816
511,684,26,+,172.40472877186681
255,317,31,+,172.38797346313484
30,957,28,+,172.3688954456461
397,470,31,+,172.36306183304785
8,903,32,+,172.3557277106922
480,546,23,-,172.3341595494116
480,546,23,+,172.3341595494116
237,688,28,+,172.3304635007741
683,775,29,+,172.31699210819156
870,992,32,+,172.2848278257732
97,663,24,+,172.27468897436398
311,369,32,+,172.25434262518016
300,481,32,+,172.25300161172186
441,480,25,+,172.23866552248137
751,798,32,+,172.20232562082484
151,458,23,+,172.16568907953803
222,859,24,+,172.16087839979087
252,413,32,+,172.15457077733114
530,733,29,+,172.1343366992185
707,883,32,+,172.08356774451804
460,491,23,+,172.07500237544176
330,529,32,+,172.06955673484745
592,717,32,+,172.0238940811456
134,550,25,+,172.01819586090136
448,975,29,+,172.0113606927733
628,684,29,+,172.00772429974492
557,640,28,+,171.9953181992564
361,974,32,+,171.97461900452436
239,763,26,+,171.95860298925467
639,887,32,+,171.9128416032269
433,936,32,+,171.89798287711585
282,302,32,+,171.78820304305435
1,785,32,+,171.77064951934227
642,968,28,+,171.75281556887373
61,289,32,+,171.73315605201296
217,518,29,+,171.66608295124118
672,995,26,+,171.66457175993165
500,886,32,+,171.62898509560733
596,949,32,+,171.61202151100454
360,367,32,-,171.6065244980168
360,367,32,+,171.6065244980168
19,930,25,+,171.57725562951595
423,887,25,+,171.55425847922336
514,702,26,+,171.53474152189727
44,840,28,+,171.4706456235346
8,353,23,+,171.46724417503881
127,655,31,+,171.4630418595187
62,511,31,+,171.45809194585823
234,717,32,+,171.45579580256043
511,918,30,+,171.44052334341657
153,364,28,+,171.42001586422026
232,383,26,+,171.38703029059644
407,595,29,+,171.37496663175756
653,852,30,+,171.3720055525948
153,225,32,+,171.35989408431627
268,807,28,+,171.35783086112914
314,640,32,+,171.35228156368487
63,943,23,+,171.32688385041035
50,763,32,+,171.3113942526697
68,481,28,+,171.29149391477304
541,844,25,+,171.28944612350904
640,813,29,+,171.19527853019753
164,725,32,+,171.1915600411876
289,358,27,+,171.17866393183655
375,840,28,+,171.1755869251215
527,808,32,+,171.1715007609286
39,917,30,+,171.1533213639683
315,478,26,+,171.14573499920104
710,754,31,+,171.14344859904858
83,879,32,+,171.12404691834757
40,667,23,+,171.11217318935968
920,997,30,+,171.05261226687597
341,637,26,+,171.03927960276135
198,406,31,+,171.0287335903658
535,715,32,+,170.99028912986276
285,581,25,+,170.98399376318824
393,941,25,+,170.97504901084076
384,457,25,+,170.97214885055624
583,786,29,+,170.93127522141882
321,406,31,+,170.91500058431006
478,806,32,+,170.91000848891076
249,859,32,+,170.90742314193642
235,265,24,+,170.83824474361808
628,777,29,+,170.820709384484
578,667,26,+,170.8156567872739
302,349,26,+,170.81474118205722
89,825,31,+,170.81341698539356
638,924,32,+,170.79643132464946
536,603,30,+,170.77576049200277
13,434,27,+,170.77261046665402
172,512,32,+,170.7539532357935
367,513,32,+,170.74942045936993
514,809,28,+,170.72229191474054
668,739,31,+,170.6859992496305
109,487,32,+,170.68229394403068
407,842,30,+,170.66307037131142
351,740,30,+,170.64880057535598
43,534,30,+,170.63427953514088
226,229,30,+,170.62401293686776
279,666,26,+,170.61819247506253
112,635,32,+,170.52120546570967
196,780,28,+,170.48883567776258
571,990,24,+,170.4646307086001
111,180,27,+,170.45789341005226
353,502,27,+,170.44402199734776
170,597,32,+,170.42459681067754
54,263,32,+,170.4075057713119
400,517,26,+,170.3609893478878
38,700,26,+,170.3308010746322
886,948,30,+,170.2782358472786
119,516,28,+,170.26540512501728
104,964,29,+,170.24331322464172
100,931,32,+,170.22567884846035
378,529,28,+,170.202663750996
82,648,27,+,170.18501277678712
462,1000,32,+,170.16029714427725
271,704,32,+,170.12577283188372
72,645,29,+,170.0978385833544
47,582,31,+,170.09426700709244
285,717,32,+,170.09302548444018
150,798,32,+,170.08501143001445
596,837,30,+,170.0500106282184
380,681,23,+,170.02219896070105
245,929,32,+,169.98133634662045
78,344,24,+,169.97215952361682
233,698,32,+,169.9701385471914
586,683,32,+,169.88685459242686
316,842,27,+,169.8398458014985
254,605,30,+,169.82965444485598
213,548,29,+,169.81109434442266
954,1000,32,+,169.81032193096618
414,589,29,+,169.79437032591244
215,695,27,+,169.7761799003637
146,198,32,+,169.7342623614418
125,905,28,+,169.71297349971888
362,984,30,-,169.6628931274883
362,984,27,+,169.6628931274883
178,626,31,+,169.5591235936266
663,862,32,+,169.50238979770987
372,879,32,+,169.4891715668474
718,955,27,+,169.47934887609745
667,836,32,+,169.4744173546694
239,835,32,+,169.44267549865995
81,771,32,+,169.4386511093547
376,457,32,+,169.40318278952347
640,991,30,+,169.35372805036735
423,639,22,+,169.33807541931395
704,955,32,+,169.33591792776102
521,762,29,+,169.33125538060958
488,550,30,+,169.30066521550603
79,707,30,+,169.2877233872628
151,785,29,+,169.27726840713754
526,591,25,+,169.26874558711305
234,302,32,+,169.26441049963745
25,391,24,+,169.2522314527162
259,420,24,+,169.24238510550518
172,944,24,+,169.20233217528508
876,956,32,+,169.1342194377124
93,561,25,+,169.11443044214496
708,907,26,+,169.08893082982448
360,599,31,+,169.08095534110248
360,599,32,-,169.08095534110248
303,570,32,+,169.03651912043549
398,717,27,+,169.0362361677292
804,883,30,+,168.97676493730543
97,968,32,+,168.97287232950674
44,158,32,+,168.90427817924373
448,467,27,+,168.8839698879599
520,928,32,+,168.84241203661628
751,879,32,+,168.79173193698583
102,630,32,+,168.7401842125061
44,583,32,+,168.6890684406697
456,561,32,+,168.6773465383751
407,865,26,+,168.67716728655247
384,660,32,+,168.65676957942892
19,628,28,+,168.6162176481141
34,604,29,+,168.57011555576696
34,604,31,-,168.57011555576696
508,513,32,+,168.55129445140517
37,583,26,+,168.4784963999621
274,822,26,+,168.44539328573637
35,635,27,+,168.38788335116217
408,994,31,+,168.36233114964904
233,390,26,+,168.3324587304559
172,263,32,+,168.30674911013477
71,745,32,+,168.30489577606852
44,775,32,+,168.25840599697148
556,784,23,+,168.22055236352375
463,638,31,+,168.20118879412564
663,733,24,+,168.199523091935
894,951,28,+,168.1837384935671
532,602,32,+,168.1027654588262
414,605,28,+,167.97030992327734
450,544,23,+,167.95635903164035
269,480,24,+,167.93192113197227
576,951,32,+,167.92350282730547
79,176,26,+,167.8433282588976
337,405,28,+,167.83721473896068
351,436,26,+,167.7369637549516
526,710,29,+,167.7219200744711
408,907,25,+,167.7065188228472
14,710,27,+,167.6537248781643
263,876,31,+,167.61083698596235
682,710,32,+,167.6063882137835
198,321,32,+,167.60596909773545
46,224,32,+,167.5962198366819
46,224,25,-,167.5962198366819
410,881,25,+,167.56734621495323
161,303,32,+,167.54875135161262
4,902,28,+,167.54652814996675
15,738,32,+,167.54476720002546
217,779,27,+,167.51994836631889
238,735,28,+,167.50703496174526
683,774,32,+,167.50612563401347
42,470,31,+,167.50106079710702
500,961,28,+,167.4468531078018
725,990,30,+,167.43896376675437
646,774,32,+,167.41484149474564
495,515,32,+,167.31310681070562
148,497,21,+,167.27847564136496
148,497,28,-,167.27847564136496
683,746,22,+,167.23619216108182
134,541,32,+,167.19871620085866
773,806,32,+,167.18105769681227
343,436,28,+,167.1711173078058
298,315,32,+,167.0791688702923
528,559,32,+,167.05712087634194
698,849,23,+,167.03773776117413
214,445,28,+,167.0330580287937
721,795,26,+,167.0003695987591
416,478,32,+,166.98322077768623
675,748,31,+,166.92839667140854
319,804,32,+,166.9270851004561
522,602,32,+,166.88694314292118
285,861,28,+,166.8533637807379
203,639,30,+,166.8474622801307
412,665,32,+,166.84694905715847
201,747,24,+,166.84576654933898
787,882,28,+,166.8325268266219
89,447,29,+,166.76771211026042
3,581,32,+,166.7608971647749
120,267,32,+,166.73940004118356
476,614,26,-,166.71790986373452
476,614,32,+,166.71790986373452
282,794,27,+,166.70218527998884
596,1001,28,+,166.6752385858668
429,684,25,+,166.5977306101417
321,765,29,+,166.54078639710715
548,934,21,-,166.5405899468749
548,934,32,+,166.5405899468749
121,991,23,+,166.52424370595133
219,228,32,+,166.507313793704
379,472,30,+,166.4826528500636
145,719,32,+,166.4459755538204
510,844,32,+,166.42660301358706
733,948,30,+,166.4118879146837
72,279,29,+,166.40531646879347
298,573,29,+,166.39892630498767
79,804,31,+,166.38733312218235
488,962,23,+,166.38685659500302
298,478,32,+,166.38424393231412
603,966,31,+,166.3705457329552
608,678,32,+,166.34247385470312
260,373,31,+,166.33696022652447
639,838,27,+,166.32569058789028
14,252,26,+,166.32028826296533
653,802,32,+,166.31919813606376
184,972,29,+,166.140787032471
648,858,29,+,166.10776806058158
588,750,23,+,166.10474161844115
39,632,32,+,166.10104919563736
262,613,32,+,166.01189340284415
474,787,31,+,166.0067093211586
57,686,24,+,165.98856108088896
427,641,30,+,165.92195949658196
427,641,32,-,165.92195949658196
570,822,32,+,165.89907964904125
546,994,32,+,165.89235424153136
546,994,23,-,165.89235424153136
238,697,32,+,165.88022335242005
26,411,32,+,165.85533279692336
653,942,26,+,165.85471104546448
668,748,26,+,165.82934556391834
172,788,26,+,165.80949009358437
3,965,26,+,165.78687171286794
251,325,30,+,165.74430886831212
229,874,32,+,165.7439336722559
521,566,32,+,165.716027639187
705,934,29,+,165.70749113280868
289,639,27,+,165.7066897961736
120,141,26,+,165.6906569301466
239,564,27,+,165.67155393898636
186,915,26,+,165.65491275113294
490,603,24,+,165.64875534132528
158,840,23,+,165.64190135705329
67,566,32,+,165.63705356012545
14,682,26,+,165.6068771141081
435,958,26,+,165.57892028398393
599,738,22,+,165.56358670423037
56,673,29,+,165.5455690191365
169,298,25,+,165.51767011069498
133,831,25,+,165.47626020829762
467,865,24,+,165.40974435998749
708,994,32,+,165.38433903146264
431,882,27,+,165.37634399493598
307,388,31,+,165.34691554470263
233,905,30,+,165.27958184068135
563,751,24,+,165.25376501187108
240,791,32,+,165.24768150725802
240,791,27,-,165.24768150725802
513,515,28,+,165.23641576732834
60,521,32,+,165.20892752607372
333,508,32,+,165.16920128619287
343,740,32,+,165.16892403440184
590,591,32,+,165.13391991544142
212,451,31,+,165.09471967910306
93,802,32,+,165.0875440625404
417,434,29,+,165.0491463388506
683,748,26,+,164.98670292373532
76,811,32,+,164.91403395756302
170,748,32,+,164.86926114677559
329,975,32,+,164.86721772675034
261,690,26,+,164.86690923650687
424,899,29,+,164.86495244867874
11,750,30,+,164.86346451704455
11,750,27,-,164.86346451704455
97,173,29,+,164.83870487702555
40,214,32,+,164.78923588653245
151,854,27,+,164.77185465695223
885,975,24,+,164.7651782392821
371,372,32,+,164.76399730943626
447,478,28,+,164.7557459537978
51,492,28,+,164.72088472006018
606,634,25,+,164.70427478911122
259,629,24,+,164.70210746094128
554,565,30,+,164.69152703858418
203,856,22,+,164.6616488817888
575,762,29,+,164.66013530717078
88,696,32,+,164.61859483604394
813,991,27,+,164.55761387209625
360,370,32,+,164.5571835861182
360,370,24,-,164.5571835861182
461,494,32,-,164.546099181189
461,494,24,+,164.546099181189
666,804,28,+,164.53201067751667
264,342,27,+,164.4721483866668
721,804,32,+,164.4588049256639
282,349,26,+,164.42117006176466
65,911,26,+,164.4195082647163
385,957,32,+,164.37522326093682
230,867,25,+,164.3732574141731
627,762,32,+,164.33960229586512
101,426,24,+,164.32160143092568
457,458,26,+,164.3045056568815
289,539,28,+,164.2999133067893
289,539,20,-,164.2999133067893
496,676,32,+,164.26296153692502
496,676,18,-,164.26296153692502
761,970,32,+,164.22175702157213
786,840,24,+,164.22021411361422
827,889,32,+,164.19526671884896
577,937,32,+,164.14024573642982
85,448,27,+,164.13358755177612
127,702,21,+,164.11789211805012
623,763,21,+,164.0612881154305
411,533,22,+,163.98373270771677
412,922,23,+,163.9627907675097
351,550,31,+,163.9387872754165
292,913,32,+,163.9329915302383
601,733,32,+,163.91499982208694
207,435,29,+,163.87448162508028
172,395,32,+,163.86991362709153
686,727,31,+,163.86744053083652
4,661,32,+,163.8638207606997
204,991,22,+,163.78907576240036
54,441,32,+,163.75879303118975
258,865,32,+,163.74934961576207
371,473,30,+,163.74810911069667
764,838,32,+,163.73179605487337
434,655,29,+,163.7261812963641
600,951,32,+,163.6900608949973
603,907,32,+,163.68715934071827
361,934,26,-,163.6782085478939
361,934,31,+,163.6782085478939
123,375,24,+,163.64984900332036
5,437,29,+,163.63306724125212
768,777,28,+,163.63298793011745
87,994,27,+,163.57270526412137
303,890,31,+,163.57184921791284
462,954,26,+,163.55400981831488
1,151,26,+,163.52504083662652
667,1001,28,+,163.513793516353
368,470,32,+,163.512684211743
368,470,26,-,163.512684211743
322,932,25,+,163.5054935918686
734,793,27,+,163.4969385618238
8,348,25,+,163.4904207419347
59,274,32,+,163.4735386750911
280,688,28,+,163.41200577001985
419,816,32,+,163.30743321202436
92,507,30,+,163.28446874081337
333,367,32,+,163.24230791539588
285,965,30,+,163.21789604865802
375,775,32,+,163.21293621048926
402,829,31,+,163.19952399223678
346,429,27,+,163.19555955922166
599,634,22,+,163.1575287297618
275,540,24,+,163.15215097513905
120,380,30,+,163.11751131730733
691,739,32,+,163.09636236634907
172,344,23,+,163.07026017057834
561,802,32,+,163.04813220061882
15,360,23,-,163.04733852087807
15,360,32,+,163.04733852087807
34,247,23,-,163.03912747671382
34,247,32,+,163.03912747671382
95,323,28,+,163.0375867893872
378,411,28,+,162.97522068740452
616,630,23,+,162.953344913208
745,847,32,+,162.94441784621011
132,431,28,+,162.9297133935724
798,879,32,+,162.8859957640834
93,456,28,+,162.87410573952064
436,740,30,+,162.857177935473
353,695,29,+,162.81750062704958
575,627,32,+,162.77174169459047
49,600,26,-,162.75275935052952
49,600,30,+,162.75275935052952
150,563,28,+,162.69973034158696
498,905,32,+,162.66740530747805
563,590,25,+,162.6655655118347
186,395,29,+,162.66471962925624
215,502,21,+,162.61626350755762
196,698,25,+,162.61264721804747
265,624,32,+,162.60749646780806
416,644,30,+,162.561810047387
36,298,27,+,162.55893953291815
497,999,28,+,162.54217193770103
497,999,22,-,162.54217193770103
546,966,32,-,162.533612458604
546,966,25,+,162.533612458604
35,693,27,+,162.52226764988
670,995,32,+,162.47652196249658
450,924,31,+,162.47071884175054
876,915,29,+,162.4512764821534
302,965,27,+,162.44924183795877
260,383,32,+,162.37903688560965
777,930,25,+,162.3330872853786
310,919,24,+,162.30216951780343
605,682,32,+,162.29189905671367
531,678,31,+,162.2822798606159
153,973,32,+,162.2776276596849
733,800,27,+,162.2683164468603
54,269,28,+,162.25820722887295
108,590,32,+,162.23932710953187
108,590,32,-,162.23932710953187
223,428,26,+,162.22333158339725
682,879,29,+,162.22028433803038
118,214,26,+,162.2132264046303
35,868,27,+,162.15720463010575
752,999,30,+,162.14524712496467
387,716,32,+,162.00066786740928
440,556,27,+,161.97655150985764
150,497,29,-,161.96722342467626
150,497,26,+,161.96722342467626
607,715,30,+,161.91087430916733
678,953,32,+,161.89172818070892
204,813,32,+,161.88354434000874
367,631,26,+,161.84374146123315
153,473,32,+,161.77619211247352
254,364,27,+,161.77083416079677
37,748,31,+,161.7602897484116
104,800,24,+,161.75144218615443
245,946,21,-,161.7417671144815
245,946,27,+,161.7417671144815
450,638,32,+,161.72316919585649
226,874,24,+,161.72264367579257
261,415,27,+,161.70937799109464
364,590,26,+,161.67560191321402
12,550,32,+,161.67139444351645
186,726,24,+,161.63538690702413
156,203,32,+,161.61836069678358
131,780,28,+,161.5505889157761
648,753,25,+,161.50235677793833
299,929,26,+,161.47867660787475
431,474,32,+,161.39990995124023
509,969,25,+,161.36827461425528
301,992,31,+,161.3001260471613
156,639,23,+,161.25576575477362
441,546,32,+,161.2531767688177
441,546,29,-,161.2531767688177
239,623,29,+,161.24814325281608
88,749,28,+,161.23760643859768
460,891,28,+,161.2298249000832
203,887,25,+,161.22613069771026
712,775,32,+,161.2139612785842
235,977,27,+,161.17859446866376
356,398,27,+,161.15460040318084
83,605,32,+,161.15157727014767
49,875,30,+,161.12647859052072
383,487,32,+,161.12184510208968
338,717,28,+,161.1090175746961
156,954,25,-,161.04494193863965
156,954,32,+,161.04494193863965
213,216,32,+,161.03677000178683
215,348,23,+,161.0252908636014
597,775,25,+,160.96236988784995
166,462,27,+,160.9453370934412
436,488,24,+,160.90558163838398
8,902,32,+,160.86933448375436
315,806,28,+,160.8533277947056
125,131,26,+,160.84781176741987
583,691,26,+,160.8310884144235
92,815,23,+,160.76655325795994
584,957,29,+,160.76163000837795
196,905,32,+,160.7445277677381
457,981,25,+,160.72986448220348
40,445,32,+,160.65718551337636
178,681,25,+,160.6363204312811
719,982,24,+,160.5949948696116
492,687,26,+,160.5577442810579
43,877,26,+,160.49470428454245
110,240,31,+,160.48656285236572
110,240,30,-,160.48656285236572
204,617,32,+,160.4750190469298
112,722,32,+,160.46951651950664
651,863,32,+,160.46274844645413
133,374,28,+,160.43786250014796
36,404,29,+,160.43694454451384
346,684,29,+,160.37328558748217
62,684,25,+,160.36939767214093
642,733,32,+,160.34572156378346
8,695,32,+,160.27946051046885
27,864,28,+,160.25801022074683
254,413,30,+,160.25132310726065
420,629,25,+,160.2295785242226
411,919,30,+,160.22008058916063
241,421,29,+,160.2165192722331
93,653,29,+,160.1891140377622
57,957,31,+,160.16464733239164
297,529,27,+,160.1505026925068
542,672,32,+,160.14754815999368
238,494,32,+,160.09657610560694
238,494,28,-,160.09657610560694
245,620,32,+,160.049720063196
453,891,30,+,160.0413474879381
621,859,31,+,160.03349387870418
24,317,32,+,159.99709746585594
0,333,29,+,159.99367249800022
362,763,32,-,159.95991554408906
362,763,32,+,159.95991554408906
725,797,26,+,159.95882562139326
101,937,24,+,159.95188869250362
